k, id_centroide, dim1, dim2, dim3, dim4, 
30, 14, 4.900000, 3.060000, 1.500000, 0.120000, 
30, 15, 6.200000, 2.300000, 4.700000, 1.450000, 
30, 16, 6.633333, 3.133333, 5.700000, 2.366667, 
30, 17, 6.142857, 3.071429, 4.600000, 1.457143, 
30, 18, 7.716667, 3.166667, 6.566667, 2.150000, 
30, 19, 5.166667, 3.716667, 1.500000, 0.250000, 
30, 20, 6.714286, 3.057143, 5.214286, 2.071429, 
30, 21, 5.950000, 2.808333, 4.958333, 1.908333, 
30, 22, 4.925000, 3.375000, 1.700000, 0.325000, 
30, 23, 6.725000, 3.000000, 4.637500, 1.425000, 
30, 24, 4.900000, 3.066667, 1.333333, 0.233333, 
30, 25, 4.375000, 3.025000, 1.275000, 0.175000, 
30, 26, 5.500000, 2.733333, 3.666667, 1.233333, 
30, 27, 6.233333, 2.866667, 4.200000, 1.300000, 
30, 28, 4.500000, 2.300000, 1.300000, 0.300000, 
30, 29, 5.000000, 2.150000, 3.400000, 1.000000, 
31, 0, 6.900000, 2.750000, 5.850000, 1.950000, 
31, 1, 4.375000, 3.025000, 1.275000, 0.175000, 
31, 2, 6.900000, 3.325000, 5.850000, 2.300000, 
31, 3, 5.566667, 2.933333, 4.500000, 1.433333, 
31, 4, 6.560000, 3.000000, 4.500000, 1.420000, 
31, 5, 7.700000, 2.800000, 6.500000, 2.300000, 
31, 6, 6.500000, 2.925000, 5.650000, 2.225000, 
31, 7, 6.075000, 2.900000, 4.625000, 1.375000, 
31, 8, 4.625000, 3.350000, 1.275000, 0.225000, 
31, 9, 5.528571, 4.042857, 1.471429, 0.285714, 
31, 10, 5.242857, 2.371429, 3.442857, 1.028571, 
31, 11, 6.340000, 2.860000, 5.500000, 1.740000, 
31, 12, 6.433333, 3.333333, 5.766667, 2.466667, 
31, 13, 6.060000, 3.180000, 4.740000, 1.720000, 
31, 14, 4.858333, 3.100000, 1.466667, 0.175000, 
31, 15, 6.800000, 3.050000, 5.150000, 2.300000, 
31, 16, 7.800000, 3.800000, 6.550000, 2.100000, 
31, 17, 7.200000, 3.100000, 5.900000, 1.700000, 
31, 18, 4.966667, 3.466667, 1.716667, 0.383333, 
31, 19, 6.400000, 3.200000, 5.250000, 2.150000, 
31, 20, 7.500000, 2.875000, 6.425000, 1.950000, 
31, 21, 6.233333, 2.866667, 4.200000, 1.300000, 
31, 22, 4.500000, 2.300000, 1.300000, 0.300000, 
31, 23, 6.850000, 3.050000, 5.450000, 2.100000, 
31, 24, 6.166667, 2.233333, 4.300000, 1.266667, 
31, 25, 5.709091, 2.800000, 4.045455, 1.245455, 
31, 26, 5.187500, 3.550000, 1.468750, 0.243750, 
31, 27, 5.320000, 2.520000, 4.160000, 1.380000, 
31, 28, 6.820000, 3.040000, 4.820000, 1.500000, 
31, 29, 6.200000, 2.600000, 4.971429, 1.657143, 
31, 30, 5.766667, 2.750000, 5.050000, 2.000000, 
32, 0, 7.350000, 2.850000, 6.200000, 1.850000, 
32, 1, 6.060000, 3.180000, 4.740000, 1.720000, 
32, 2, 4.850000, 3.100000, 1.325000, 0.225000, 
32, 3, 4.366667, 2.966667, 1.266667, 0.166667, 
32, 4, 5.100000, 3.775000, 1.625000, 0.325000, 
32, 5, 7.000000, 3.250000, 5.900000, 2.300000, 
32, 6, 5.600000, 2.700000, 4.366667, 1.266667, 
32, 7, 6.471429, 3.285714, 5.614286, 2.357143, 
32, 8, 6.325000, 2.900000, 5.550000, 1.700000, 
32, 9, 5.687500, 2.887500, 4.037500, 1.325000, 
32, 10, 6.200000, 2.600000, 4.971429, 1.657143, 
32, 11, 4.925000, 3.075000, 1.525000, 0.125000, 
32, 12, 5.280000, 3.420000, 1.560000, 0.380000, 
32, 13, 5.070000, 3.450000, 1.440000, 0.240000, 
32, 14, 5.300000, 2.833333, 4.500000, 1.566667, 
32, 15, 6.480000, 2.760000, 5.620000, 2.040000, 
32, 16, 5.670000, 2.490000, 3.890000, 1.120000, 
32, 17, 4.550000, 3.350000, 1.275000, 0.225000, 
32, 18, 7.800000, 3.800000, 6.550000, 2.100000, 
32, 19, 6.714286, 3.057143, 5.214286, 2.071429, 
32, 20, 4.725000, 3.200000, 1.575000, 0.200000, 
32, 21, 5.400000, 3.850000, 1.533333, 0.266667, 
32, 22, 4.800000, 3.000000, 1.400000, 0.100000, 
32, 23, 5.766667, 2.750000, 5.050000, 2.000000, 
32, 24, 5.000000, 2.300000, 3.275000, 1.025000, 
32, 25, 6.688889, 3.022222, 4.622222, 1.433333, 
32, 26, 5.666667, 4.200000, 1.366667, 0.266667, 
32, 27, 7.200000, 3.100000, 5.900000, 1.700000, 
32, 28, 4.500000, 2.300000, 1.300000, 0.300000, 
32, 29, 4.800000, 3.400000, 1.900000, 0.200000, 
32, 30, 6.175000, 2.737500, 4.500000, 1.362500, 
32, 31, 7.675000, 2.850000, 6.575000, 2.175000, 
33, 0, 5.071429, 3.614286, 1.628571, 0.400000, 
33, 1, 7.240000, 2.980000, 6.020000, 1.840000, 
33, 2, 5.055556, 3.422222, 1.388889, 0.222222, 
33, 3, 6.657143, 3.200000, 5.771429, 2.328571, 
33, 4, 7.600000, 3.733333, 6.400000, 2.233333, 
33, 5, 6.725000, 3.000000, 4.637500, 1.425000, 
33, 6, 5.320000, 2.520000, 4.160000, 1.380000, 
33, 7, 6.380000, 2.720000, 5.640000, 1.860000, 
33, 8, 4.830000, 3.070000, 1.500000, 0.170000, 
33, 9, 4.800000, 3.400000, 1.750000, 0.200000, 
33, 10, 6.300000, 3.333333, 5.433333, 2.333333, 
33, 11, 6.825000, 3.050000, 5.300000, 2.200000, 
33, 12, 5.566667, 2.933333, 4.500000, 1.433333, 
33, 13, 6.075000, 2.900000, 4.625000, 1.375000, 
33, 14, 5.650000, 2.375000, 3.850000, 1.050000, 
33, 15, 6.150000, 2.900000, 4.200000, 1.350000, 
33, 16, 6.450000, 3.050000, 5.500000, 1.800000, 
33, 17, 5.000000, 2.300000, 3.275000, 1.025000, 
33, 18, 5.975000, 3.050000, 4.900000, 1.800000, 
33, 19, 6.233333, 2.666667, 4.966667, 1.683333, 
33, 20, 4.400000, 2.800000, 1.275000, 0.200000, 
33, 21, 6.525000, 2.975000, 5.150000, 1.900000, 
33, 22, 5.800000, 2.800000, 5.100000, 2.400000, 
33, 23, 5.725000, 2.675000, 5.025000, 1.950000, 
33, 24, 5.650000, 2.750000, 3.550000, 1.150000, 
33, 25, 7.675000, 2.850000, 6.575000, 2.175000, 
33, 26, 5.528571, 4.042857, 1.471429, 0.285714, 
33, 27, 5.712500, 2.800000, 4.100000, 1.225000, 
33, 28, 6.400000, 3.200000, 4.500000, 1.500000, 
33, 29, 5.366667, 3.533333, 1.500000, 0.233333, 
33, 30, 4.580000, 3.320000, 1.280000, 0.220000, 
33, 31, 6.166667, 2.233333, 4.633333, 1.433333, 
33, 32, 6.150000, 3.350000, 4.600000, 1.600000, 
34, 0, 6.066667, 3.300000, 4.666667, 1.666667, 
34, 1, 6.400000, 3.000000, 5.533333, 1.800000, 
34, 2, 6.180000, 2.800000, 4.880000, 1.820000, 
34, 3, 4.833333, 3.000000, 1.400000, 0.200000, 
34, 4, 5.660000, 2.880000, 4.160000, 1.280000, 
34, 5, 6.400000, 2.800000, 5.600000, 2.150000, 
34, 6, 5.450000, 3.583333, 1.533333, 0.250000, 
34, 7, 7.240000, 2.980000, 6.020000, 1.840000, 
34, 8, 5.700000, 2.555556, 3.833333, 1.100000, 
34, 9, 6.400000, 2.600000, 5.566667, 1.700000, 
34, 10, 5.400000, 2.500000, 3.966667, 1.333333, 
34, 11, 6.000000, 2.200000, 5.000000, 1.500000, 
34, 12, 5.000000, 3.250000, 1.300000, 0.200000, 
34, 13, 6.500000, 3.000000, 5.800000, 2.200000, 
34, 14, 6.833333, 3.283333, 5.783333, 2.350000, 
34, 15, 7.716667, 3.166667, 6.566667, 2.150000, 
34, 16, 5.500000, 4.083333, 1.433333, 0.283333, 
34, 17, 6.688889, 3.022222, 4.622222, 1.433333, 
34, 18, 6.300000, 3.333333, 5.433333, 2.333333, 
34, 19, 4.580000, 3.220000, 1.380000, 0.220000, 
34, 20, 5.000000, 2.300000, 3.275000, 1.025000, 
34, 21, 6.714286, 3.057143, 5.214286, 2.071429, 
34, 22, 5.077778, 3.466667, 1.444444, 0.244444, 
34, 23, 6.075000, 2.900000, 4.625000, 1.375000, 
34, 24, 6.200000, 2.666667, 5.033333, 1.533333, 
34, 25, 5.766667, 2.750000, 5.050000, 2.000000, 
34, 26, 4.850000, 3.175000, 1.600000, 0.162500, 
34, 27, 5.083333, 3.650000, 1.633333, 0.400000, 
34, 28, 4.400000, 2.800000, 1.275000, 0.200000, 
34, 29, 6.250000, 2.250000, 4.450000, 1.400000, 
34, 30, 4.600000, 3.600000, 1.000000, 0.200000, 
34, 31, 6.300000, 3.300000, 6.000000, 2.500000, 
34, 32, 6.150000, 2.900000, 4.200000, 1.350000, 
34, 33, 5.420000, 2.780000, 4.480000, 1.440000, 
35, 0, 6.266667, 3.366667, 5.666667, 2.400000, 
35, 1, 5.125000, 3.400000, 1.600000, 0.475000, 
35, 2, 6.525000, 3.050000, 4.400000, 1.400000, 
35, 3, 6.950000, 3.150000, 4.800000, 1.450000, 
35, 4, 4.375000, 3.025000, 1.275000, 0.175000, 
35, 5, 5.400000, 3.900000, 1.300000, 0.400000, 
35, 6, 4.700000, 3.320000, 1.260000, 0.220000, 
35, 7, 6.433333, 2.866667, 5.666667, 2.166667, 
35, 8, 7.800000, 3.800000, 6.550000, 2.100000, 
35, 9, 6.166667, 2.233333, 4.300000, 1.266667, 
35, 10, 7.666667, 2.800000, 6.733333, 2.133333, 
35, 11, 5.550000, 4.175000, 1.400000, 0.225000, 
35, 12, 5.320000, 2.520000, 4.160000, 1.380000, 
35, 13, 5.000000, 3.550000, 1.350000, 0.250000, 
35, 14, 4.500000, 2.300000, 1.300000, 0.300000, 
35, 15, 5.711111, 2.622222, 3.833333, 1.133333, 
35, 16, 6.200000, 2.600000, 4.971429, 1.657143, 
35, 17, 7.466667, 2.900000, 6.166667, 2.000000, 
35, 18, 5.766667, 2.750000, 5.050000, 2.000000, 
35, 19, 6.375000, 2.675000, 5.575000, 1.725000, 
35, 20, 6.100000, 2.900000, 4.560000, 1.360000, 
35, 21, 6.650000, 2.900000, 4.675000, 1.425000, 
35, 22, 7.175000, 3.200000, 5.950000, 2.000000, 
35, 23, 5.450000, 3.666667, 1.566667, 0.250000, 
35, 24, 6.466667, 3.033333, 5.400000, 1.866667, 
35, 25, 5.100000, 3.428571, 1.442857, 0.214286, 
35, 26, 6.600000, 3.100000, 5.050000, 1.850000, 
35, 27, 5.100000, 3.775000, 1.625000, 0.325000, 
35, 28, 5.655556, 2.911111, 4.277778, 1.355556, 
35, 29, 5.100000, 2.500000, 3.000000, 1.100000, 
35, 30, 6.060000, 3.180000, 4.740000, 1.720000, 
35, 31, 4.800000, 3.400000, 1.750000, 0.200000, 
35, 32, 6.750000, 3.150000, 5.510000, 2.270000, 
35, 33, 4.966667, 2.233333, 3.366667, 1.000000, 
35, 34, 4.830000, 3.070000, 1.500000, 0.170000, 
36, 0, 4.500000, 2.300000, 1.300000, 0.300000, 
36, 1, 6.775000, 3.200000, 5.725000, 2.375000, 
36, 2, 6.266667, 3.366667, 5.666667, 2.400000, 
36, 3, 5.070000, 3.510000, 1.430000, 0.250000, 
36, 4, 6.266667, 2.666667, 4.900000, 1.833333, 
36, 5, 6.000000, 3.000000, 4.800000, 1.683333, 
36, 6, 5.775000, 2.700000, 4.025000, 1.175000, 
36, 7, 6.200000, 3.225000, 4.575000, 1.525000, 
36, 8, 5.740000, 2.700000, 5.040000, 2.040000, 
36, 9, 5.490000, 2.820000, 4.300000, 1.370000, 
36, 10, 6.250000, 2.250000, 4.450000, 1.400000, 
36, 11, 6.175000, 2.650000, 5.175000, 1.500000, 
36, 12, 6.325000, 2.900000, 4.425000, 1.300000, 
36, 13, 7.200000, 3.600000, 6.100000, 2.500000, 
36, 14, 6.825000, 3.050000, 5.300000, 2.200000, 
36, 15, 4.366667, 2.966667, 1.266667, 0.166667, 
36, 16, 7.200000, 3.100000, 5.900000, 1.700000, 
36, 17, 6.400000, 2.925000, 5.475000, 1.825000, 
36, 18, 4.950000, 3.000000, 1.500000, 0.200000, 
36, 19, 5.050000, 3.500000, 1.700000, 0.475000, 
36, 20, 5.528571, 4.042857, 1.471429, 0.285714, 
36, 21, 4.580000, 3.320000, 1.280000, 0.220000, 
36, 22, 5.328571, 3.571429, 1.514286, 0.228571, 
36, 23, 6.737500, 3.000000, 4.712500, 1.462500, 
36, 24, 6.000000, 2.900000, 4.100000, 1.400000, 
36, 25, 4.837500, 3.087500, 1.450000, 0.162500, 
36, 26, 6.500000, 2.775000, 5.700000, 2.075000, 
36, 27, 5.000000, 2.300000, 3.275000, 1.025000, 
36, 28, 5.650000, 2.750000, 3.550000, 1.150000, 
36, 29, 4.766667, 3.333333, 1.700000, 0.200000, 
36, 30, 6.000000, 2.200000, 5.000000, 1.500000, 
36, 31, 6.466667, 3.133333, 5.200000, 2.100000, 
36, 32, 5.600000, 2.383333, 3.900000, 1.133333, 
36, 33, 7.375000, 2.925000, 6.100000, 2.025000, 
36, 34, 7.720000, 3.200000, 6.660000, 2.120000, 
36, 35, 6.700000, 3.300000, 5.700000, 2.100000, 
37, 0, 6.200000, 2.666667, 5.033333, 1.533333, 
37, 1, 5.270000, 3.500000, 1.470000, 0.230000, 
37, 2, 4.500000, 2.300000, 1.300000, 0.300000, 
37, 3, 4.485714, 3.085714, 1.328571, 0.185714, 
37, 4, 6.787500, 3.137500, 5.487500, 2.262500, 
37, 5, 6.300000, 3.333333, 5.433333, 2.333333, 
37, 6, 5.740000, 2.700000, 5.040000, 2.040000, 
37, 7, 6.166667, 2.233333, 4.300000, 1.266667, 
37, 8, 6.466667, 2.966667, 5.200000, 1.966667, 
37, 9, 6.300000, 2.600000, 4.950000, 1.850000, 
37, 10, 6.050000, 2.950000, 4.900000, 1.800000, 
37, 11, 5.740000, 2.810000, 4.040000, 1.240000, 
37, 12, 7.800000, 3.800000, 6.550000, 2.100000, 
37, 13, 5.262500, 3.850000, 1.587500, 0.312500, 
37, 14, 5.500000, 2.485714, 3.828571, 1.171429, 
37, 15, 5.600000, 2.700000, 4.450000, 1.250000, 
37, 16, 4.884615, 3.146154, 1.476923, 0.176923, 
37, 17, 6.400000, 3.033333, 5.800000, 2.300000, 
37, 18, 7.033333, 3.266667, 5.966667, 2.300000, 
37, 19, 5.300000, 2.833333, 4.500000, 1.566667, 
37, 20, 7.666667, 2.800000, 6.733333, 2.133333, 
37, 21, 4.800000, 3.525000, 1.275000, 0.250000, 
37, 22, 6.700000, 3.150000, 4.575000, 1.450000, 
37, 23, 6.000000, 2.200000, 5.000000, 1.500000, 
37, 24, 6.525000, 2.900000, 4.475000, 1.375000, 
37, 25, 6.033333, 2.933333, 4.333333, 1.433333, 
37, 26, 6.800000, 2.966667, 4.900000, 1.533333, 
37, 27, 6.550000, 2.650000, 5.700000, 1.950000, 
37, 28, 5.033333, 3.400000, 1.633333, 0.500000, 
37, 29, 4.800000, 3.400000, 1.900000, 0.200000, 
37, 30, 6.066667, 3.300000, 4.666667, 1.666667, 
37, 31, 6.100000, 2.900000, 4.666667, 1.333333, 
37, 32, 7.275000, 2.975000, 6.050000, 1.775000, 
37, 33, 5.666667, 4.200000, 1.366667, 0.266667, 
37, 34, 7.700000, 3.000000, 6.100000, 2.300000, 
37, 35, 6.325000, 2.900000, 5.550000, 1.700000, 
37, 36, 5.000000, 2.300000, 3.275000, 1.025000, 
38, 0, 5.525000, 2.525000, 4.150000, 1.275000, 
38, 1, 7.200000, 3.100000, 5.900000, 1.700000, 
38, 2, 4.375000, 3.025000, 1.275000, 0.175000, 
38, 3, 5.766667, 2.750000, 5.050000, 2.000000, 
38, 4, 6.180000, 2.900000, 4.520000, 1.320000, 
38, 5, 7.450000, 3.300000, 6.100000, 2.400000, 
38, 6, 6.050000, 3.225000, 4.700000, 1.700000, 
38, 7, 6.333333, 2.566667, 5.066667, 1.766667, 
38, 8, 4.500000, 2.300000, 1.300000, 0.300000, 
38, 9, 5.575000, 2.475000, 3.725000, 1.050000, 
38, 10, 5.000000, 2.300000, 3.275000, 1.025000, 
38, 11, 7.800000, 3.800000, 6.550000, 2.100000, 
38, 12, 6.657143, 3.200000, 5.771429, 2.328571, 
38, 13, 6.350000, 2.866667, 5.566667, 1.850000, 
38, 14, 5.616667, 2.950000, 4.333333, 1.350000, 
38, 15, 4.620000, 3.300000, 1.320000, 0.220000, 
38, 16, 5.600000, 3.950000, 1.250000, 0.300000, 
38, 17, 6.166667, 2.233333, 4.633333, 1.433333, 
38, 18, 5.400000, 3.400000, 1.600000, 0.300000, 
38, 19, 5.160000, 3.820000, 1.520000, 0.240000, 
38, 20, 7.666667, 2.800000, 6.733333, 2.133333, 
38, 21, 6.000000, 2.200000, 4.000000, 1.000000, 
38, 22, 5.500000, 3.725000, 1.550000, 0.275000, 
38, 23, 5.600000, 4.300000, 1.450000, 0.300000, 
38, 24, 4.870000, 3.080000, 1.470000, 0.170000, 
38, 25, 6.180000, 2.800000, 4.960000, 1.700000, 
38, 26, 6.300000, 3.333333, 5.433333, 2.333333, 
38, 27, 6.700000, 2.500000, 5.800000, 1.800000, 
38, 28, 5.600000, 2.900000, 3.600000, 1.300000, 
38, 29, 5.028571, 3.435714, 1.514286, 0.278571, 
38, 30, 5.050000, 2.600000, 4.200000, 1.550000, 
38, 31, 6.690000, 3.020000, 4.660000, 1.460000, 
38, 32, 7.300000, 2.900000, 6.300000, 1.800000, 
38, 33, 5.100000, 3.800000, 1.900000, 0.400000, 
38, 34, 5.840000, 2.720000, 4.020000, 1.200000, 
38, 35, 6.716667, 3.066667, 5.250000, 2.133333, 
38, 36, 7.250000, 2.900000, 6.000000, 2.000000, 
38, 37, 5.950000, 2.950000, 4.350000, 1.500000, 
39, 0, 4.800000, 3.400000, 1.900000, 0.200000, 
39, 1, 7.240000, 2.980000, 6.020000, 1.840000, 
39, 2, 6.220000, 2.740000, 4.340000, 1.280000, 
39, 3, 5.600000, 2.700000, 4.366667, 1.266667, 
39, 4, 4.580000, 3.220000, 1.380000, 0.220000, 
39, 5, 6.550000, 2.600000, 5.550000, 1.850000, 
39, 6, 6.722222, 3.000000, 4.677778, 1.455556, 
39, 7, 5.188889, 3.555556, 1.500000, 0.266667, 
39, 8, 4.966667, 2.233333, 3.366667, 1.000000, 
39, 9, 7.716667, 3.166667, 6.566667, 2.150000, 
39, 10, 5.000000, 3.200000, 1.200000, 0.200000, 
39, 11, 6.133333, 3.166667, 4.633333, 1.550000, 
39, 12, 4.400000, 2.800000, 1.275000, 0.200000, 
39, 13, 6.825000, 3.050000, 5.300000, 2.200000, 
39, 14, 4.975000, 3.375000, 1.500000, 0.200000, 
39, 15, 5.725000, 2.975000, 4.425000, 1.500000, 
39, 16, 5.100000, 2.500000, 3.000000, 1.100000, 
39, 17, 5.050000, 2.600000, 4.200000, 1.550000, 
39, 18, 6.100000, 2.600000, 5.600000, 1.400000, 
39, 19, 5.666667, 4.200000, 1.366667, 0.266667, 
39, 20, 6.400000, 3.000000, 5.533333, 1.800000, 
39, 21, 5.100000, 3.800000, 1.900000, 0.400000, 
39, 22, 5.675000, 2.925000, 4.150000, 1.275000, 
39, 23, 5.533333, 2.433333, 3.800000, 1.066667, 
39, 24, 5.850000, 2.550000, 4.000000, 1.100000, 
39, 25, 4.866667, 3.100000, 1.550000, 0.150000, 
39, 26, 4.833333, 3.000000, 1.400000, 0.200000, 
39, 27, 4.866667, 3.566667, 1.233333, 0.233333, 
39, 28, 6.166667, 2.300000, 4.800000, 1.500000, 
39, 29, 5.650000, 2.750000, 3.550000, 1.150000, 
39, 30, 6.700000, 3.300000, 5.787500, 2.375000, 
39, 31, 5.800000, 2.800000, 5.100000, 2.400000, 
39, 32, 6.433333, 2.866667, 5.666667, 2.166667, 
39, 33, 6.400000, 3.200000, 5.250000, 2.150000, 
39, 34, 5.033333, 3.400000, 1.633333, 0.500000, 
39, 35, 6.000000, 2.766667, 4.983333, 1.816667, 
39, 36, 5.500000, 2.400000, 4.000000, 1.300000, 
39, 37, 5.450000, 3.750000, 1.500000, 0.283333, 
39, 38, 5.200000, 4.100000, 1.500000, 0.100000, 
40, 0, 6.233333, 2.866667, 4.433333, 1.266667, 
40, 1, 6.825000, 3.100000, 4.825000, 1.525000, 
40, 2, 5.060000, 3.340000, 1.400000, 0.200000, 
40, 3, 4.845455, 3.127273, 1.545455, 0.172727, 
40, 4, 5.300000, 2.833333, 4.500000, 1.566667, 
40, 5, 7.600000, 3.733333, 6.400000, 2.233333, 
40, 6, 6.640000, 2.920000, 4.560000, 1.400000, 
40, 7, 4.600000, 3.600000, 1.000000, 0.200000, 
40, 8, 5.900000, 2.775000, 4.025000, 1.300000, 
40, 9, 5.433333, 3.433333, 1.500000, 0.266667, 
40, 10, 4.500000, 2.300000, 1.300000, 0.300000, 
40, 11, 5.050000, 3.525000, 1.375000, 0.250000, 
40, 12, 7.666667, 2.800000, 6.733333, 2.133333, 
40, 13, 6.100000, 3.112500, 4.637500, 1.575000, 
40, 14, 5.766667, 2.750000, 5.050000, 2.000000, 
40, 15, 5.600000, 2.700000, 4.366667, 1.266667, 
40, 16, 5.100000, 3.800000, 1.550000, 0.250000, 
40, 17, 6.700000, 2.500000, 5.800000, 1.800000, 
40, 18, 6.214286, 2.714286, 4.957143, 1.700000, 
40, 19, 5.500000, 2.485714, 3.828571, 1.171429, 
40, 20, 5.000000, 2.300000, 3.275000, 1.025000, 
40, 21, 5.100000, 3.700000, 1.500000, 0.400000, 
40, 22, 6.400000, 2.766667, 5.500000, 2.066667, 
40, 23, 5.400000, 3.833333, 1.766667, 0.366667, 
40, 24, 5.033333, 3.400000, 1.633333, 0.500000, 
40, 25, 7.375000, 2.925000, 6.100000, 2.025000, 
40, 26, 7.200000, 3.100000, 5.900000, 1.700000, 
40, 27, 5.300000, 3.633333, 1.500000, 0.200000, 
40, 28, 4.500000, 3.125000, 1.337500, 0.200000, 
40, 29, 6.166667, 2.233333, 4.633333, 1.433333, 
40, 30, 6.480000, 3.060000, 5.620000, 1.940000, 
40, 31, 6.466667, 3.133333, 5.200000, 2.100000, 
40, 32, 5.475000, 4.050000, 1.350000, 0.225000, 
40, 33, 6.000000, 2.200000, 4.000000, 1.000000, 
40, 34, 5.700000, 2.880000, 4.140000, 1.220000, 
40, 35, 6.100000, 2.600000, 5.600000, 1.400000, 
40, 36, 6.816667, 3.083333, 5.416667, 2.250000, 
40, 37, 5.700000, 4.400000, 1.500000, 0.400000, 
40, 38, 5.600000, 2.900000, 3.600000, 1.300000, 
40, 39, 6.460000, 3.320000, 5.720000, 2.400000, 
41, 0, 4.950000, 3.600000, 1.900000, 0.300000, 
41, 1, 6.466667, 3.133333, 5.200000, 2.100000, 
41, 2, 5.000000, 3.000000, 1.600000, 0.200000, 
41, 3, 4.900000, 2.500000, 4.500000, 1.700000, 
41, 4, 5.000000, 3.200000, 1.200000, 0.200000, 
41, 5, 5.700000, 2.800000, 4.500000, 1.300000, 
41, 6, 5.800000, 2.540000, 3.980000, 1.100000, 
41, 7, 6.333333, 2.633333, 5.066667, 1.866667, 
41, 8, 5.500000, 3.000000, 4.500000, 1.500000, 
41, 9, 5.740000, 2.700000, 5.040000, 2.040000, 
41, 10, 5.666667, 4.200000, 1.366667, 0.266667, 
41, 11, 4.800000, 3.116667, 1.533333, 0.150000, 
41, 12, 6.150000, 2.850000, 4.150000, 1.300000, 
41, 13, 5.500000, 3.800000, 1.633333, 0.300000, 
41, 14, 5.000000, 2.300000, 3.275000, 1.025000, 
41, 15, 4.833333, 3.000000, 1.400000, 0.200000, 
41, 16, 4.580000, 3.320000, 1.280000, 0.220000, 
41, 17, 5.566667, 2.466667, 3.666667, 1.033333, 
41, 18, 6.866667, 3.133333, 4.766667, 1.466667, 
41, 19, 5.700000, 2.933333, 4.066667, 1.316667, 
41, 20, 6.380000, 2.720000, 5.640000, 1.860000, 
41, 21, 6.880000, 3.110000, 5.730000, 2.100000, 
41, 22, 6.800000, 3.050000, 5.150000, 2.300000, 
41, 23, 6.450000, 3.050000, 5.500000, 1.800000, 
41, 24, 6.700000, 2.850000, 4.700000, 1.350000, 
41, 25, 5.400000, 2.500000, 3.966667, 1.333333, 
41, 26, 5.200000, 3.833333, 1.483333, 0.266667, 
41, 27, 4.400000, 2.800000, 1.275000, 0.200000, 
41, 28, 5.500000, 2.600000, 4.400000, 1.200000, 
41, 29, 6.700000, 3.000000, 5.000000, 1.700000, 
41, 30, 6.525000, 3.050000, 4.400000, 1.400000, 
41, 31, 5.340000, 3.440000, 1.480000, 0.240000, 
41, 32, 7.577778, 3.144444, 6.433333, 2.122222, 
41, 33, 5.018182, 3.436364, 1.490909, 0.300000, 
41, 34, 6.140000, 2.800000, 4.880000, 1.500000, 
41, 35, 6.375000, 3.350000, 5.675000, 2.425000, 
41, 36, 5.975000, 3.050000, 4.900000, 1.800000, 
41, 37, 6.400000, 2.650000, 4.750000, 1.500000, 
41, 38, 6.166667, 2.233333, 4.633333, 1.433333, 
41, 39, 5.600000, 2.700000, 4.200000, 1.300000, 
41, 40, 6.100000, 3.150000, 4.575000, 1.525000, 
42, 0, 4.600000, 3.216667, 1.416667, 0.216667, 
42, 1, 4.925000, 3.375000, 1.700000, 0.325000, 
42, 2, 6.400000, 3.150000, 5.900000, 2.350000, 
42, 3, 7.450000, 3.300000, 6.100000, 2.400000, 
42, 4, 6.566667, 3.066667, 5.100000, 1.900000, 
42, 5, 5.000000, 2.300000, 3.275000, 1.025000, 
42, 6, 5.200000, 2.700000, 3.900000, 1.400000, 
42, 7, 7.700000, 2.600000, 6.900000, 2.300000, 
42, 8, 5.200000, 4.100000, 1.500000, 0.100000, 
42, 9, 6.950000, 3.150000, 4.800000, 1.450000, 
42, 10, 5.533333, 2.433333, 3.800000, 1.066667, 
42, 11, 6.187500, 2.625000, 4.937500, 1.600000, 
42, 12, 5.650000, 2.750000, 3.550000, 1.150000, 
42, 13, 4.975000, 3.450000, 1.325000, 0.225000, 
42, 14, 5.700000, 4.400000, 1.500000, 0.400000, 
42, 15, 5.633333, 2.833333, 4.200000, 1.266667, 
42, 16, 6.200000, 2.200000, 4.500000, 1.500000, 
42, 17, 5.500000, 2.400000, 4.000000, 1.300000, 
42, 18, 6.500000, 2.700000, 5.666667, 2.033333, 
42, 19, 6.300000, 3.333333, 5.433333, 2.333333, 
42, 20, 5.650000, 4.100000, 1.300000, 0.200000, 
42, 21, 5.260000, 3.780000, 1.480000, 0.260000, 
42, 22, 6.233333, 2.866667, 4.200000, 1.300000, 
42, 23, 5.300000, 3.433333, 1.483333, 0.233333, 
42, 24, 6.825000, 3.050000, 5.300000, 2.200000, 
42, 25, 7.600000, 3.000000, 6.600000, 2.100000, 
42, 26, 4.400000, 2.800000, 1.275000, 0.200000, 
42, 27, 7.240000, 2.980000, 6.020000, 1.840000, 
42, 28, 5.400000, 3.833333, 1.766667, 0.366667, 
42, 29, 6.650000, 2.950000, 4.583333, 1.416667, 
42, 30, 5.050000, 3.600000, 1.550000, 0.500000, 
42, 31, 5.850000, 2.550000, 4.000000, 1.100000, 
42, 32, 6.300000, 2.300000, 4.400000, 1.300000, 
42, 33, 7.800000, 3.800000, 6.550000, 2.100000, 
42, 34, 4.900000, 2.500000, 4.500000, 1.700000, 
42, 35, 4.875000, 3.050000, 1.487500, 0.162500, 
42, 36, 7.700000, 2.800000, 6.700000, 2.000000, 
42, 37, 6.133333, 3.166667, 4.633333, 1.550000, 
